OPERATEUR;FILIERE;Année;Code Région;Nom Région;CODE CATEGORIE CONSOMMATION;CODE GRAND SECTEUR;CODE SECTEUR NAF2;Nb sites;Conso totale (MWh);Conso moyenne (MWh);Nombre de mailles secretisées;Part thermosensible (%);Conso totale à usages thermosensibles (MWh);Conso totale à usages non thermosensibles (MWh);Thermosensibilité totale (kWh DJU);Conso totale corrigée de l'aléa climatique à usages thermosensibles (MWh);Conso moyenne à usages thermosensibles (MWh);Conso moyenne à usages non thermosensibles (MWh);Thermosensibilité moyenne (kWh DJU);Conso moyenne corrigée de l'aléa climatique à usages thermosensibles (MWh);DJU à TR;DJU à TN;Nombre d'habitants;Taux de logements collectifs;Taux de résidences principales;Superficie des logements <30 m2;Superficie des logements 30 à 40 m2;Superficie des logements 40 à 60 m2;Superficie des logements 60 à 80 m2;Superficie des logements 80 à 100 m2;Superficie des logements >100 m2;Résidences principales avant 1919;Résidences principales de 1919 à 1945;Résidences principales de 1946 à 1970;Résidences principales de 1971 à 1990;Résidences principales de 1991 à 2005;Résidences principales de 2006 à 2015;Résidences principales après 2016;Taux de chauffage électrique
GRDF;Gaz;2014;76;Occitanie;ENT;TERTIAIRE;;3742;3102303.0;829.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2014;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;;7758;6823362.0;879.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Groupement Elise - Régie de Villard-Bonnot;Gaz;2014;84;Auvergne-Rhône-Alpes;ENT;INCONNU;;1546;26251.0;16.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRT Gaz;Gaz;2014;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;;58;3880007.05;66896.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRT Gaz;Gaz;2014;44;Grand Est;ENT;INDUSTRIE;;144;27310156.77;189653.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRT Gaz;Gaz;2014;53;Bretagne;ENT;INDUSTRIE;;27;1499097.42;55522.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRT Gaz;Gaz;2014;93;Provence-Alpes-Côte d'Azur;ENT;INDUSTRIE;;49;15714736.0;320708.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Regaz Bordeaux;Gaz;2014;75;Nouvelle-Aquitaine;ENT;INDUSTRIE;;1120;348867.26;311.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie Municipale Bazas-Energies;Gaz;2014;75;Nouvelle-Aquitaine;ENT;INCONNU;;50;3516.11;70.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale multiservices de La Réole;Gaz;2014;75;Nouvelle-Aquitaine;ENT;AGRICULTURE;;1;70.58;70.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TIGF;Gaz;2014;76;Occitanie;ENT;AGRICULTURE;;11;52712.41;4792.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vialis;Gaz;2014;44;Grand Est;ENT;AGRICULTURE;;19;1341.78;70.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vialis;Gaz;2014;44;Grand Est;ENT;INDUSTRIE;;200;32409.85;162.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energies Services Lavaur;Electricité;2014;76;Occitanie;ENT;INDUSTRIE;;18;7644.0;424.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coopérative d'électricité de Saint Martin de Londres;Electricité;2014;76;Occitanie;ENT;AGRICULTURE;;23;1497.63;65.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coopérative d'électricité de Saint Martin de Londres;Electricité;2014;76;Occitanie;ENT;INDUSTRIE;;63;14333.32;227.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coopérative d'électricité de Saint Martin de Londres;Electricité;2014;76;Occitanie;RES;RESIDENTIEL;;37085;254668.79;6.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EdF-SEI;Electricité;2014;01;Guadeloupe;ENT;INCONNU;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EdF-SEI;Electricité;2014;02;Martinique;ENT;INCONNU;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Electricité de Strasbourg;Electricité;2014;44;Grand Est;ENT;INDUSTRIE;;1555;3331238.83;2142.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Electricité de Strasbourg;Electricité;2014;44;Grand Est;ENT;TERTIAIRE;;6456;758933.41;117.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2014;11;Île-de-France;ENT;AGRICULTURE;;806;58446.04;72.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2014;11;Île-de-France;ENT;TERTIAIRE;;80188;24657093.6;307.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2014;11;Île-de-France;ENT;INCONNU;;1452;102861.08;70.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2014;24;Centre-Val de Loire;ENT;AGRICULTURE;;4398;285484.43;64.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2014;24;Centre-Val de Loire;ENT;TERTIAIRE;;13503;3179007.03;235.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2014;24;Centre-Val de Loire;RES;RESIDENTIEL;;1389300;7866904.1;5.0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2014;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;;14403;3454657.13;239.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2014;27;Bourgogne-Franche-Comté;RES;RESIDENTIEL;;1673717;8412219.8;5.0;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2014;27;Bourgogne-Franche-Comté;ENT;INCONNU;;329;14014.77;42.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2014;28;Normandie;ENT;TERTIAIRE;;17267;4297394.62;248.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2014;32;Hauts-de-France;ENT;AGRICULTURE;;1549;248042.83;160.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2014;44;Grand Est;RES;RESIDENTIEL;;2238669;11547873.63;5.0;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2014;52;Pays de la Loire;ENT;TERTIAIRE;;19425;4725553.76;243.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2014;53;Bretagne;ENT;INDUSTRIE;;4533;4073976.71;898.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2014;75;Nouvelle-Aquitaine;ENT;AGRICULTURE;;5082;429639.26;84.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2014;75;Nouvelle-Aquitaine;ENT;TERTIAIRE;;30923;7257481.69;234.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2014;75;Nouvelle-Aquitaine;ENT;INCONNU;;503;30831.88;61.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2014;76;Occitanie;ENT;INDUSTRIE;;8142;3431303.41;421.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2014;76;Occitanie;RES;RESIDENTIEL;;3670217;18781319.15;5.0;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2014;76;Occitanie;ENT;INCONNU;;507;14663.58;28.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2014;93;Provence-Alpes-Côte d'Azur;ENT;INCONNU;;559;27732.47;49.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energie et services de Seyssel;Electricité;2014;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;26444;186774.57;7.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energie et services de Seyssel;Electricité;2014;84;Auvergne-Rhône-Alpes;ENT;INCONNU;;11;96.03;8.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energies et Services Sarre-Union;Electricité;2014;44;Grand Est;ENT;INDUSTRIE;;13;14239.92;1095.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energies et Services ville d'Amneville;Electricité;2014;44;Grand Est;ENT;TERTIAIRE;;62;8742.0;141.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gascogne Energies Services;Electricité;2014;75;Nouvelle-Aquitaine;ENT;INCONNU;;150;851.0;5.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gaz de Barr;Electricité;2014;44;Grand Est;ENT;TERTIAIRE;;49;4358.0;88.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gazelec de Péronne;Electricité;2014;32;Hauts-de-France;RES;RESIDENTIEL;;4779;25774.0;5.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gazelec de Péronne;Electricité;2014;32;Hauts-de-France;ENT;INCONNU;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gignac Energie;Electricité;2014;76;Occitanie;ENT;INDUSTRIE;;5;3758.0;751.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Groupement Elise - Régie de Séchilienne;Electricité;2014;84;Auvergne-Rhône-Alpes;ENT;INCONNU;;565;3224.0;5.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie communale du câble et d'électricité de Montataire;Electricité;2014;32;Hauts-de-France;ENT;INCONNU;;6207;0.0;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie d'électricité d'Aigueblanche;Electricité;2014;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie d'électricité d'Elbeuf;Electricité;2014;28;Normandie;RES;RESIDENTIEL;;9758;44353.0;4.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie d'électricité de Roquebillière;Electricité;2014;93;Provence-Alpes-Côte d'Azur;ENT;AGRICULTURE;;5;19.0;3.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie d'électricité de Roquebillière;Electricité;2014;93;Provence-Alpes-Côte d'Azur;ENT;INDUSTRIE;;8;1279.0;159.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie d'électricité de Roquebillière;Electricité;2014;93;Provence-Alpes-Côte d'Azur;RES;RESIDENTIEL;;1168;5025.0;4.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie d'électricité de Roquebillière;Electricité;2014;93;Provence-Alpes-Côte d'Azur;ENT;INCONNU;;49;790.0;16.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie d'électricité de Sainte Marie de Cuines;Electricité;2014;84;Auvergne-Rhône-Alpes;ENT;AGRICULTURE;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie d'électricité de Sainte Marie de Cuines;Electricité;2014;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;;6;1326.0;221.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie d'électricité du Morel;Electricité;2014;84;Auvergne-Rhône-Alpes;ENT;INCONNU;;380;2676.0;7.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie de Saint Paul Cap de Joux;Electricité;2014;76;Occitanie;RES;RESIDENTIEL;;332;1935.0;5.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie du syndicat intercommunal d'électricité de la vallée de Thônes;Electricité;2014;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;;423;45377.39;107.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie du syndicat intercommunal d'électricité de la vallée de Thônes;Electricité;2014;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;22736;111314.27;4.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Bozel;Electricité;2014;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;1487;8589.05;5.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de La Chapelle;Electricité;2014;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Prats-de-Mollo-la-Preste;Electricité;2014;76;Occitanie;ENT;TERTIAIRE;;124;2300.0;18.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Prats-de-Mollo-la-Preste;Electricité;2014;76;Occitanie;ENT;INCONNU;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Saint Laurent de Cerdans;Electricité;2014;76;Occitanie;ENT;AGRICULTURE;;7;85432.0;12204.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Saint Laurent de Cerdans;Electricité;2014;76;Occitanie;RES;RESIDENTIEL;;917;6649416.0;7251.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Saint Laurent de Cerdans;Electricité;2014;76;Occitanie;ENT;INCONNU;;40;26050.0;651.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Tignes;Electricité;2014;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;;688;55229.0;80.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique municipale de Fontaine-au-Pire;Electricité;2014;32;Hauts-de-France;RES;RESIDENTIEL;;541;2775.0;5.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie Municipale Bazas-Energies;Electricité;2014;75;Nouvelle-Aquitaine;ENT;INCONNU;;29;2302.46;79.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité d'Arignac;Electricité;2014;76;Occitanie;ENT;INCONNU;;19;177.0;9.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Gandrange;Electricité;2014;44;Grand Est;ENT;TERTIAIRE;;9;881.0;97.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Gandrange;Electricité;2014;44;Grand Est;RES;RESIDENTIEL;;1693;5433.0;3.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de l'Hospitalet Près L'Andorre;Electricité;2014;76;Occitanie;ENT;TERTIAIRE;;22;320.0;14.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Chambre;Electricité;2014;84;Auvergne-Rhône-Alpes;ENT;INCONNU;;15;149.0;9.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de la Ferrière;Electricité;2014;84;Auvergne-Rhône-Alpes;ENT;INCONNU;;863;3824.0;4.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Martres Tolosane;Electricité;2014;76;Occitanie;ENT;INCONNU;;206;3381.0;16.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mazeres;Electricité;2014;76;Occitanie;ENT;INDUSTRIE;;14;8174.0;583.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mazeres;Electricité;2014;76;Occitanie;ENT;TERTIAIRE;;180;1105.0;6.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mazeres;Electricité;2014;76;Occitanie;RES;RESIDENTIEL;;1846;10756.0;5.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Merens les Vals;Electricité;2014;76;Occitanie;RES;RESIDENTIEL;;236;767.0;3.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Quie;Electricité;2014;76;Occitanie;ENT;INCONNU;;7;67.0;9.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saint Martin sur La Chambre;Electricité;2014;84;Auvergne-Rhône-Alpes;ENT;AGRICULTURE;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saint Martin sur La Chambre;Electricité;2014;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;299;1981.0;6.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2014;76;Occitanie;ENT;AGRICULTURE;;61;475.08;7.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tarascon sur Ariège;Electricité;2014;76;Occitanie;ENT;INDUSTRIE;;6;2635.0;439.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tarascon sur Ariège;Electricité;2014;76;Occitanie;ENT;TERTIAIRE;;368;5522.0;15.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tarascon sur Ariège;Electricité;2014;76;Occitanie;RES;RESIDENTIEL;;1643;6897.0;4.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tours en Savoie;Electricité;2014;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;;17;1387.0;81.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Varilhes;Electricité;2014;76;Occitanie;ENT;INCONNU;;104;795.0;7.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale de Presle;Electricité;2014;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;289;1386.0;4.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale électrique de Saint Leonard de Noblat;Electricité;2014;75;Nouvelle-Aquitaine;ENT;INCONNU;;4;1888.0;472.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale gaz-électricité de Carmaux;Electricité;2014;76;Occitanie;RES;RESIDENTIEL;;6301;23129.0;3.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale gaz-électricité de Carmaux;Electricité;2014;76;Occitanie;ENT;INCONNU;;52;7388.0;142.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régies municipales électriques de Capvern;Electricité;2014;76;Occitanie;ENT;TERTIAIRE;;128;3194.0;24.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RTE;Electricité;2014;28;Normandie;ENT;TERTIAIRE;;15;166623.59;11108.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RTE;Electricité;2014;32;Hauts-de-France;ENT;INDUSTRIE;;104;11786545.6;113332.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RTE;Electricité;2014;44;Grand Est;ENT;INDUSTRIE;;90;7655189.56;85057.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RTE;Electricité;2014;52;Pays de la Loire;ENT;TERTIAIRE;;16;356506.26;22281.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RTE;Electricité;2014;53;Bretagne;ENT;TERTIAIRE;;6;126142.69;21023.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RTE;Electricité;2014;76;Occitanie;ENT;TERTIAIRE;;96;481047.62;5010.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SDED d'Erôme;Electricité;2014;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;436;2619.0;6.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SICAE de la Somme et du Cambraisis;Electricité;2014;32;Hauts-de-France;ENT;INDUSTRIE;;70;100703.0;1438.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SICAE de la Somme et du Cambraisis;Electricité;2014;32;Hauts-de-France;ENT;TERTIAIRE;;165;27297.0;165.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Société d'intérêt collectif agricole;Electricité;2014;32;Hauts-de-France;ENT;AGRICULTURE;;1;40.0;40.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Syndicat d'électricité synergie Maurienne;Electricité;2014;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;;354;10393.52;29.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vialis;Electricité;2014;44;Grand Est;ENT;AGRICULTURE;;26;528.67;20.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vialis;Electricité;2014;44;Grand Est;ENT;INDUSTRIE;;394;48938.66;124.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vialis;Electricité;2014;44;Grand Est;ENT;TERTIAIRE;;6231;147335.3;23.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energies Services Lavaur;Gaz;2013;76;Occitanie;ENT;INDUSTRIE;;3;2211.0;737.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energies Services Lavaur;Gaz;2013;76;Occitanie;RES;RESIDENTIEL;;999;19644.0;19.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energie et services de Seyssel;Gaz;2013;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;279;4038.28;14.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energie et services de Seyssel;Gaz;2013;84;Auvergne-Rhône-Alpes;ENT;INCONNU;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gascogne Energies Services;Gaz;2013;75;Nouvelle-Aquitaine;ENT;AGRICULTURE;;24;1560.0;65.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gascogne Energies Services;Gaz;2013;75;Nouvelle-Aquitaine;ENT;INDUSTRIE;;28;40440.0;1444.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gascogne Energies Services;Gaz;2013;75;Nouvelle-Aquitaine;ENT;TERTIAIRE;;170;38500.0;226.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gascogne Energies Services;Gaz;2013;75;Nouvelle-Aquitaine;RES;RESIDENTIEL;;1873;31335.0;16.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gascogne Energies Services;Gaz;2013;76;Occitanie;ENT;INDUSTRIE;;1;12100.0;12100.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gascogne Energies Services;Gaz;2013;76;Occitanie;ENT;TERTIAIRE;;8;360.0;45.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gascogne Energies Services;Gaz;2013;76;Occitanie;RES;RESIDENTIEL;;327;4065.0;12.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gaz de Barr;Gaz;2013;44;Grand Est;RES;RESIDENTIEL;;11301;256818.0;22.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gazelec de Péronne;Gaz;2013;32;Hauts-de-France;ENT;TERTIAIRE;;265;11808.0;44.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gazelec de Péronne;Gaz;2013;32;Hauts-de-France;ENT;INCONNU;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2013;11;Île-de-France;ENT;INDUSTRIE;;1242;2863689.0;2305.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2013;24;Centre-Val de Loire;ENT;TERTIAIRE;;2568;2885205.0;1123.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2013;24;Centre-Val de Loire;RES;RESIDENTIEL;;420915;7792617.0;18.0;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2013;24;Centre-Val de Loire;ENT;INCONNU;;57;124409.0;2182.0;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2013;27;Bourgogne-Franche-Comté;ENT;AGRICULTURE;;50;31424.0;628.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2013;27;Bourgogne-Franche-Comté;ENT;INCONNU;;127;186483.0;1468.0;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2013;28;Normandie;ENT;AGRICULTURE;;36;32954.0;915.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2013;32;Hauts-de-France;ENT;INDUSTRIE;;1336;7373591.0;5519.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2013;32;Hauts-de-France;ENT;TERTIAIRE;;5642;7404106.0;1312.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2013;32;Hauts-de-France;ENT;INCONNU;;132;491660.0;3724.0;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2013;44;Grand Est;ENT;AGRICULTURE;;51;125251.0;2455.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2013;52;Pays de la Loire;ENT;AGRICULTURE;;156;385059.0;2468.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2013;52;Pays de la Loire;ENT;INCONNU;;88;119521.0;1358.0;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2013;53;Bretagne;ENT;AGRICULTURE;;155;838827.0;5411.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2013;76;Occitanie;ENT;AGRICULTURE;;83;110331.0;1329.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2013;76;Occitanie;RES;RESIDENTIEL;;839496;12142407.0;14.0;87;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2013;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;;2167;7567640.0;3492.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2013;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;;8001;8660780.0;1082.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2013;93;Provence-Alpes-Côte d'Azur;ENT;AGRICULTURE;;182;374720.0;2058.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Groupement Elise - Régie de Séchilienne;Gaz;2013;84;Auvergne-Rhône-Alpes;ENT;INCONNU;;34;737.0;21.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRT Gaz;Gaz;2013;11;Île-de-France;ENT;INDUSTRIE;;124;16930038.75;136532.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRT Gaz;Gaz;2013;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;;58;4440060.69;76552.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRT Gaz;Gaz;2013;44;Grand Est;ENT;INDUSTRIE;;146;30941863.78;211930.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRT Gaz;Gaz;2013;76;Occitanie;ENT;INDUSTRIE;;8;880187.47;110023.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRT Gaz;Gaz;2013;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;;108;14929327.04;138234.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Regaz Bordeaux;Gaz;2013;75;Nouvelle-Aquitaine;ENT;INDUSTRIE;;945;292916.12;309.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
